frame,ball_type,solidity,circularity,non_compactness,eccentricity
91,2,0.9679144385026738,0.9299363008790172,1.0753424713657864,0.518124901569603
91,3,0.9819990525817148,0.8888370418579158,1.1250656227262117,0.7096346071360988
92,1,0.967032967032967,0.9820715413787476,1.0182557561907173,0.1062090111112317
92,2,0.9706666666666667,0.9350740704971333,1.069433996248392,0.49408673377975876
92,3,0.9765967820575329,0.9067504553734602,1.1028392586669653,0.5624001110027236
93,1,0.9722991689750693,0.9792815654089218,1.0211567697411181,0.3493187813619076
93,2,0.9811066126855601,0.9658771258029528,1.0353283800656115,0.3687119096870752
93,3,0.9757330637007078,0.8977080148876789,1.113947946788823,0.6096266179692492
94,1,0.9597701149425287,0.9652584670035653,1.0359919484615165,0.4143112139793296
94,2,0.9686274509803922,0.9405977935347958,1.0631536740501686,0.30873968751451397
94,3,0.9799498746867168,0.8976001825921034,1.1140817698055552,0.6604855410099602
95,1,0.9653179190751445,0.9652584670035657,1.035991948461516,0.45321246537604953
95,2,0.9763469119579501,0.9543407065650685,1.0478438078988286,0.36261254667873377
95,3,0.9758064516129032,0.8826152930739466,1.1329964570602775,0.6820766980458569
96,1,0.9682080924855492,0.9681484624137555,1.032899435182527,0.46358351616707644
96,2,0.9658344283837057,0.9220921124697672,1.0844903524026046,0.5661115653140256
96,3,0.9792435424354243,0.8760338217628314,1.1415084385528782,0.7244121155441047
97,1,0.9671641791044776,0.9852476878946993,1.0149732014462514,0.42677782657527813
97,2,0.9797101449275363,0.9646612178613295,1.0366333604838154,0.4970098452606719
97,3,0.9796251018744906,0.8532172179588859,1.1720344819016382,0.772404269337168
98,1,0.9702380952380952,0.9913294637459011,1.008746371989526,0.4322039060524015
98,2,0.9755766621438263,0.9438443021120593,1.0594967811558325,0.575456896440285
98,3,0.982355197545071,0.8413317744104385,1.1885917427767991,0.797305829472551
99,1,0.9506172839506173,0.9365934810850846,1.0676990820408618,0.11491112341308089
99,2,0.9730496453900709,0.9452576592507743,1.0579126127289096,0.4287872557289555
99,3,0.9803784162578837,0.839511058400439,1.1911695384994072,0.7870279975796542
