frame,ball_type,solidity,circularity,non_compactness,eccentricity
100,1,0.9442815249266863,0.9305785220812814,1.0746003440563556,0.11008270310538715
100,2,0.9724137931034482,0.9480344117573829,1.0548140316407797,0.43633210319713556
100,3,0.9836935912021236,0.8720571858505856,1.1467137892162678,0.7508890622589061
101,1,0.9534883720930233,0.9479184945424233,1.0549430206894712,0.2967190576645404
101,2,0.9688311688311688,0.9358921304795189,1.0684992077961317,0.5248137911635214
101,3,0.9782608695652174,0.8623078958005983,1.1596785844939566,0.7423211547968245
102,1,0.9762611275964391,1.000452127522704,0.999548076804211,0.40583554735053373
102,2,0.9679144385026738,0.9299363008790172,1.0753424713657864,0.518124901569603
102,3,0.9818786982248521,0.8925643131971109,1.1203674460365338,0.6625589340991389
103,1,0.9671641791044776,0.9852476878946993,1.0149732014462514,0.4236902783965053
103,2,0.9686684073107049,0.9308739421123364,1.0742593113422028,0.5248451420667776
103,3,0.9793977812995246,0.8930085817488072,1.119810067269083,0.6595601358621966
104,1,0.9547872340425532,0.9378740383645758,1.0662412638521872,0.3352126083146931
104,2,0.970013037809648,0.9333830362959277,1.0713715174945087,0.5271290436648658
104,3,0.979175704989154,0.8959276379895639,1.116161571088455,0.6455549053525731
105,1,0.9533678756476683,0.9453496097333655,1.057809713680475,0.48122994025440163
105,2,0.9637377963737797,0.9180482722556266,1.0892673405321265,0.4878498442667113
105,3,0.9828030954428203,0.8897758494068327,1.1238785596020031,0.7182146813445702
106,1,0.9653179190751445,0.9652584670035657,1.035991948461516,0.45321246537604953
106,2,0.9708333333333333,0.9399660337849796,1.063868229337267,0.5990675675342683
106,3,0.9816474605207,0.8789407528512692,1.137733114269667,0.7433298508105863
107,1,0.9536231884057971,0.9508084899526137,1.0517365069487736,0.15459468087861317
107,2,0.9666221628838452,0.9082920944600156,1.1009674157678375,0.6426824452900326
107,3,0.9825653798256538,0.8506450295238879,1.175578490783291,0.7861606080842961
108,1,0.9597701149425287,0.9652584670035653,1.0359919484615165,0.4143112139793296
108,2,0.9723756906077348,0.9353198027032721,1.0691530288461641,0.5547343340468969
108,3,0.9786836200448766,0.8264448217658671,1.2100021364563662,0.8124161912425476
109,1,0.9597701149425287,0.9652584670035653,1.0359919484615165,0.4143112139793296
109,2,0.9785604900459418,0.9570594854678492,1.044867132277739,0.5852623047116853
109,3,0.983756345177665,0.8130635396484179,1.2299161765787905,0.8360931822869575
110,1,0.9652406417112299,0.9592342294769354,1.0424982441934896,0.4527917167149416
110,2,0.9826086956521739,0.9555482678572765,1.0465196093572564,0.6477797852257142
110,3,0.9835904168034132,0.851495394428474,1.174404473052027,0.7869135559604452
111,1,0.9455040871934605,0.9220340100512371,1.0845586920860222,0.376916390834226
111,2,0.9658753709198813,0.9174954607302169,1.0899236484550228,0.6678761357899089
111,3,0.978655622809812,0.8405269491223335,1.1897298486909742,0.7742879073002784
112,1,0.9432432432432433,0.9117494133404933,1.0967925894639972,0.4267918475671378
112,2,0.9648382559774965,0.9114053759296089,1.0972066068625357,0.6509686982601799
112,3,0.9818123803446075,0.864565316539024,1.1566506091212865,0.7410955959957602
113,1,0.9597701149425287,0.9652584670035653,1.0359919484615165,0.4143112139793296
113,2,0.9699248120300752,0.9320235197863764,1.0729342970113072,0.5944913212357031
113,3,0.9813938820561338,0.8647912987424127,1.156348359950209,0.7434753727830362
114,1,0.9597701149425287,0.9652584670035653,1.0359919484615165,0.4143112139793296
114,2,0.9680555555555556,0.9260197478468477,1.0798905771989948,0.6065089405604245
114,3,0.9871216999356085,0.9094788786943816,1.0995307570370052,0.6429249378293596
115,1,0.9728997289972899,0.9843429049623136,1.0159061389671782,0.3087664525715304
115,2,0.9655172413793104,0.9226113349737016,1.0838800284504464,0.6014455105383404
115,3,0.9844173441734417,0.8913435708359357,1.1219018487586803,0.6919580223014965
116,1,0.9714285714285714,0.9825984394647075,1.017709737606313,0.30634869514013335
116,2,0.9648382559774965,0.9114053759296089,1.0972066068625357,0.6509686982601799
116,3,0.9790441176470588,0.865336778690641,1.1556194358375946,0.7177214183510189
54,1,0.9704433497536946,0.8914147852235599,1.1218122209507753,0.7962234984226942
54,2,0.9689629068887207,0.8563228237580688,1.1677838920740053,0.778237724432234
54,3,0.9810085134250164,0.7421128116341479,1.3475040240822405,0.8866940680134071
55,1,0.9792746113989638,0.9240207162045381,1.0822268185799455,0.7727891269826183
55,2,0.9803921568627451,0.8911182287263284,1.12218555042836,0.7442651015918264
55,3,0.9772069464544139,0.7108748242708008,1.406717421770812,0.9046292494146736
56,1,0.9740820734341252,0.9329385955823108,1.0718819059852827,0.7397867068426275
56,2,0.9753846153846154,0.8844223824348382,1.1306814705966324,0.7339039165366006
56,3,0.9800210304942166,0.7719873876989318,1.295357950057587,0.8662097729773547
57,1,0.9716494845360825,0.9524484457187069,1.0499255938681398,0.6033696634178768
57,2,0.9810725552050473,0.9054397272792898,1.1044357452757785,0.7059173558583922
57,3,0.9771309771309772,0.8280008958202802,1.2077281619476081,0.8163687247223397
58,1,0.958656330749354,0.9219119769408921,1.0847022546753555,0.6842499361251315
58,2,0.9776674937965261,0.9068269615599982,1.1027462155290553,0.694323482045539
58,3,0.984134853743183,0.8923162854035903,1.1206788628179132,0.7360592365583872
59,1,0.9559902200488998,0.9429909965246704,1.0604555119671688,0.5853528529773862
59,2,0.9807860262008734,0.9094374918964394,1.0995807946236213,0.7151738606820383
59,3,0.9784172661870504,0.9029048181872561,1.107536453297126,0.6566034867618936
60,1,0.95822454308094,0.9427807249243072,1.0606920289766073,0.6696518508379902
60,2,0.9767255216693419,0.901797576401726,1.1088963046342537,0.6798148350734956
60,3,0.9783878504672897,0.9066502950297733,1.1029610925865978,0.6202115155489925
61,1,0.967828418230563,0.9729168124370281,1.0278371051016502,0.5690917672423333
61,2,0.9674185463659147,0.8966030837196465,1.1153207234704137,0.6516725269094705
61,3,0.9775967413441955,0.9246039547582938,1.0815441518000168,0.3747002631659696
62,1,0.959079283887468,0.9633318033967716,1.0380639323584397,0.49813663948088016
62,2,0.9743824336688015,0.9206434123864772,1.0861968776899362,0.6168445752093772
62,3,0.9789171058936272,0.8880875814259188,1.126015069813716,0.6948564348516821
63,1,0.9702380952380952,0.9561600809834641,1.0458499783545074,0.6736941939946647
63,2,0.9738562091503268,0.9194064877200405,1.0876581940158119,0.5899101957514894
63,3,0.9776968593536641,0.8470726440230233,1.18053629409005,0.7764726030241074
64,1,0.9641025641025641,0.9499220572685247,1.0527179491709804,0.5169048815413031
64,2,0.9799086757990868,0.9366383133105999,1.0676479765870828,0.5741125053192678
64,3,0.9792182088075211,0.8553771423064971,1.1690749618390925,0.7814141968807287
65,1,0.9762611275964391,0.9649591001336187,1.0363133524120651,0.6848287364540374
65,2,0.9783393501805054,0.9370680366450153,1.0671583715311643,0.4966692400599641
65,3,0.9798301486199575,0.8836510314132221,1.1316684578534368,0.7237824904099852
66,1,0.9662921348314607,0.9271007852585531,1.078631380644464,0.7366905776942233
66,2,0.9725759059745348,0.9183249415420749,1.088939170399504,0.6041264804112725
66,3,0.9806763285024155,0.912596328417875,1.0957747350722444,0.6492872392760525
67,1,0.9597701149425287,0.9652584670035653,1.0359919484615165,0.4143112139793296
67,2,0.9803746654772525,0.9408701354438562,1.0628459362547937,0.4494875762797249
67,3,0.9793103448275862,0.9266836324335448,1.0791169337629505,0.4992786348477217
68,1,0.9825870646766169,0.997923437821987,1.0020808832614907,0.43384656322606197
68,2,0.9683131407269339,0.8981676107695303,1.113377935264468,0.6511766242157463
68,3,0.9833333333333333,0.9139698282140607,1.0941280216591462,0.667057948547099
69,1,0.9557739557739557,0.923124028211649,1.083278053044813,0.5096679217656263
69,2,0.9773462783171522,0.9453817991125386,1.057773696234403,0.5042656712018876
69,3,0.9814814814814815,0.8933022583732471,1.1194419253132255,0.7129089892390453
70,1,0.9584415584415584,0.9479184945424236,1.0549430206894708,0.46848675883874247
70,2,0.9778761061946902,0.9509227754949254,1.0516101052259805,0.4663693791760719
70,3,0.9750390015600624,0.8548056170008519,1.1698566084633055,0.757161438510774
71,1,0.9616368286445013,0.9659006882058297,1.035303124027699,0.5039436890487685
71,2,0.9742002063983488,0.9264873876151251,1.0793455079557035,0.6056669014084465
71,3,0.9812878370941112,0.8906337106931449,1.1227960361187537,0.7214918809508479
72,1,0.963963963963964,0.976125024117897,1.0244589323008888,0.4417585400671759
72,2,0.9720605355064028,0.9384621895483718,1.0655730312174247,0.5338960384192079
72,3,0.974757281553398,0.8934606596958504,1.1192434598524097,0.6532535935955522
73,1,0.9641025641025641,0.9499220572685247,1.0527179491709804,0.5169048815413032
73,2,0.9773950484391819,0.9474687346514186,1.0554437982250762,0.5090398817696011
73,3,0.9802816901408451,0.9312510708368993,1.0738242685737984,0.4765496107312683
74,1,0.9597701149425287,0.9652584670035653,1.0359919484615165,0.4143112139793296
74,2,0.9753340184994861,0.9411134721496722,1.062571124091785,0.3335415744760096
74,3,0.9807467911318553,0.9029418197385625,1.1074910676853353,0.6789961752769597
75,1,0.9713603818615751,0.9658392788743988,1.0353689499617498,0.5192154091351714
75,2,0.9713631156930126,0.9322992635626204,1.0726169579697757,0.14881208535110796
75,3,0.9800524934383202,0.8632994289320509,1.158346648319987,0.7746075163557212
76,1,0.9585492227979274,0.9504873793514812,1.0520918233362564,0.3226012205779043
76,2,0.9728729963008631,0.9361759103586003,1.0681753171975468,0.46784026080984564
76,3,0.9834593572778828,0.8529669440349968,1.172378375262067,0.8036355157242967
77,1,0.9554896142433235,0.9305785220812814,1.0746003440563556,0.5256686704645168
77,2,0.9674039580908033,0.9136093019110112,1.0945597838247532,0.5642984421985696
77,3,0.9793038570084666,0.8639137093582537,1.1575230131986631,0.7570728509453902
78,1,0.9597701149425287,0.9652584670035653,1.0359919484615165,0.4143112139793296
78,2,0.9705521472392638,0.9385489798398643,1.0654744946509032,0.43098779702091494
78,3,0.9816091954022989,0.8577955633116866,1.165778937045682,0.7753452630412023
79,1,0.9596774193548387,0.9486055953553073,1.0541788967894952,0.42449895619389993
79,2,0.9722863741339491,0.9359309428548986,1.0684548979112385,0.4386553968508005
79,3,0.9763779527559056,0.8867119747698673,1.1277619209546987,0.6937906715599447
80,1,0.9682080924855492,0.9681484624137555,1.032899435182527,0.46358351616707644
80,2,0.965865992414665,0.9065125418428018,1.1031286979958959,0.5909391076378888
80,3,0.9787573021773766,0.9005385444160948,1.110446639070175,0.648591183040178
81,1,0.9715099715099715,0.9854884348748977,1.0147252515722769,0.27302169915180896
81,2,0.9679144385026738,0.9299363008790172,1.0753424713657864,0.5181249015696027
81,3,0.9792611795204148,0.9323122460924425,1.0726020216845313,0.5189791079238174
82,1,0.9681159420289855,0.9652584670035657,1.035991948461516,0.4841230930450411
82,2,0.9658344283837057,0.9220921124697672,1.0844903524026046,0.5661115653140256
82,3,0.9776271186440678,0.9260829736654297,1.0798168505809012,0.3412879502608636
83,1,0.9650145772594753,0.9565884807729946,1.0453816035835237,0.47528685359992595
83,2,0.9820971867007673,0.963492166499022,1.0378911575728054,0.5136554504665423
83,3,0.9810938555030385,0.9253807245282162,1.0806362975734412,0.58027640586489
84,1,0.9626436781609196,0.9681484624137555,1.032899435182527,0.32985682469909317
84,2,0.967032967032967,0.9353198027032721,1.0691530288461641,0.4471920575430248
84,3,0.9815986198964922,0.9239713752930286,1.0822846104760113,0.6124774779381937
85,1,0.9682080924855492,0.9681484624137559,1.0328994351825265,0.49108385197871024
85,2,0.967032967032967,0.9353198027032721,1.0691530288461641,0.4471920575430248
85,3,0.9809081527347782,0.8728071340703777,1.1457284902524252,0.7578781110399015
86,1,0.9708222811671088,0.9863921145483443,1.0137956145947968,0.2040890814098116
86,2,0.9638854296388543,0.9183778892491212,1.088876389236259,0.3897092294199822
86,3,0.9759639459188784,0.8366518196512136,1.195240333567772,0.7947320409489501
87,1,0.9561855670103093,0.9530562641605398,1.0492559963191772,0.27801011993840097
87,2,0.9765013054830287,0.949483332744976,1.0532043749614637,0.45331626541992837
87,3,0.982532751091703,0.8682561552157639,1.1517338448945373,0.7676193273375023
88,1,0.9455040871934605,0.9220340100512371,1.0845586920860222,0.376916390834226
88,2,0.9712418300653595,0.9431365190234186,1.0602918875789704,0.3080699745882819
88,3,0.9787581699346405,0.854781167897835,1.1698900695944228,0.767780110402992
89,1,0.9626436781609196,0.9681484624137555,1.032899435182527,0.32985682469909383
89,2,0.9681274900398407,0.9363585129016617,1.0679670085992181,0.28108800243966936
89,3,0.9784810126582278,0.8528221694563005,1.172577397510116,0.7729628557504341
90,1,0.953125,0.940211840115249,1.063590094629549,0.28911959875600307
90,2,0.9668711656441717,0.9349893756179684,1.0695308696305386,0.44627102013179276
90,3,0.9809986743261158,0.8687731944671969,1.1510484052322565,0.746542219549357
91,1,0.9689265536723164,0.9738885383024889,1.0268115504706772,0.23546225461062054
